RedFighter,BlueFighter,Winner,WinnerName,WeightClass,Gender,Finish,FinishDetails,RedWins,RedWinsByKO,RedWinsBySubmission,RedWinsByDecision,RedLosses,BlueWins,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByDecision,BlueLosses,RedHeightCms,BlueHeightCms,RedReachCms,BlueReachCms,RedAvgSigStrLanded,RedAvgTDLanded,RedAvgSigStrPct,RedAvgSubAtt,BlueAvgSigStrLanded,BlueAvgTDLanded,BlueAvgSigStrPct,BlueAvgSubAtt,RedStance,BlueStance,RedWeightLbs,RedAge,WinStreakDif,WinDif,LossDiff,KODif,SubDif,DecDif,HeightDif,ReachDif,AgeDif,SigStrDif,StrPctDif,TDDif,SubAttDif,categorical_outcome,winner_number,StrikeTotal,StrikeAccuracyAvg,RedKoPct,BlueKoPct,RedSubPct,BlueSubPct,RedDecPct,BlueDecPct,RedAvgRounds,BlueAvgRounds,KoPctDif,SubPctDif,DecPctDif,AvgRoundsDif,ExperienceDif,RedElo,BlueElo,EloDif,RedOpponentElo,BlueOpponentElo,OpponentEloDif,RedSigStrAbsorbed,BlueSigStrAbsorbed,SigStrAbsorbedDif,FinishPctDif,TotalSigStrAbsorbed,AvgKoPct,AvgSubPct,AvgDecPct,AvgAge,AvgWinStreak,RedCurrentWinStreak,BlueCurrentWinStreak,RedFinishL5,BlueFinishL5,RedLossesByKO,RedLossesBySub,RedLossesByDec,BlueLossesByKO,BlueLossesBySub,BlueLossesByDec,BlueAge,FinishL5Dif,WinPctDif,BlueWinPct,RedWinPct,LossesByKODif,LossesBySubDif,LossesByDecDif,BlueWeightLbs,RedTotalRoundsFought,BlueTotalRoundsFought,RedOdds,BlueOdds,RedDecOdds,BlueDecOdds,RSubOdds,BSubOdds,RKOOdds,BKOOdds
Derrick Lewis,Serghei Spivac,Blue,Serghei Spivac,Heavyweight,MALE,SUB,Arm Triangle,17,13,0,4,8,6,3,1,2,3,190.5,190.5,200.66,198.12,2.48,0.57,0.5,0.0,3.51,4.63,0.49,0.7,Orthodox,Orthodox,260,37,-2,11,5,10,-1,2,0.0,2.539999999999992,9,-1.0299999999999998,0.010000000000000009,-4.06,-0.7,4,1,5.99,0.495,0.7647058823529411,0.5,0.0,0.16666666666666666,0.23529411764705882,0.3333333333333333,2.2,2.0,0.2647058823529411,-0.16666666666666666,-0.0980392156862745,0.20000000000000018,16,1523.4855041328842,1556.3243532156641,-32.838849082779916,1529.836991958034,1500.044786145108,29.792205812926113,2.48,3.79,-1.31,0.0980392156862745,6.27,0.6323529411764706,0.08333333333333333,0.28431372549019607,32.5,1.0,0,2,4.0,4.0,3.0,0.0,0.0,1.0,0.0,1.0,28,0.0,0.01333333333333342,0.6666666666666666,0.68,2.0,0.0,-1.0,260,55,18,255.0,-305.0,1800.0,650.0,3500.0,275.0,300.0,100.0
Da Woon Jung,Devin Clark,Blue,Devin Clark,Light Heavyweight,MALE,DEC,No Finish,4,2,1,1,1,7,1,0,6,7,193.04,182.88,198.12,190.5,3.49,1.9,0.43,0.2,3.03,2.17,0.54,0.1,Orthodox,Orthodox,205,29,0,-3,-6,1,1,-5,10.159999999999997,7.6200000000000045,-3,0.4600000000000004,-0.11000000000000004,-0.27,0.1,5,1,6.52,0.485,0.5,0.14285714285714285,0.25,0.0,0.25,0.8571428571428571,2.4,2.4285714285714284,0.35714285714285715,0.25,-0.6071428571428571,-0.02857142857142847,-9,1505.190439758597,1490.0394982086823,15.150941549914705,1534.2775290152488,1499.0796998285516,35.19782918669716,3.89,2.95,0.94,0.6071428571428572,6.84,0.3214285714285714,0.125,0.5535714285714286,30.5,0.0,0,0,5.0,1.6666666666666667,1.0,0.0,0.0,1.0,2.0,1.0,32,3.333333333333333,0.30000000000000004,0.5,0.8,0.0,-2.0,-1.0,205,12,34,-275.0,230.0,330.0,500.0,700.0,1400.0,100.0,600.0
Marcin Tybura,Blagoy Ivanov,Red,Marcin Tybura,Heavyweight,MALE,DEC,No Finish,10,4,0,6,6,3,0,0,3,3,190.5,180.34,198.12,185.42,3.57,1.42,0.48,0.1,3.25,0.69,0.4,0.1,Orthodox,Southpaw,249,37,0,7,3,4,0,3,10.159999999999997,12.700000000000017,1,0.31999999999999984,0.07999999999999996,0.73,0.0,2,0,6.82,0.44,0.4,0.0,0.0,0.0,0.6,1.0,2.6875,3.3333333333333335,0.4,0.0,-0.4,-0.6458333333333335,10,1559.9855393479752,1506.988256522142,52.99728282583328,1515.2861167150757,1534.4640131899062,-19.177896474830504,3.35,4.2,-0.8500000000000001,0.4,7.550000000000001,0.2,0.0,0.8,36.5,1.0,1,1,3.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,36,3.0,0.125,0.5,0.625,1.0,0.0,0.0,250,43,20,-145.0,125.0,130.0,240.0,1100.0,1200.0,450.0,500.0
Jeka Saragih,Anshul Jubli,Blue,Anshul Jubli,Lightweight,MALE,KO/TKO,Elbows,2,2,0,0,0,1,0,0,1,0,172.72,182.88,175.26,175.26,2.73,2.21,0.5,0.6,6.48,0.82,0.46,0.4,Orthodox,Switch,145,28,1,1,0,2,0,-1,-10.159999999999997,0.0,0,-3.7500000000000004,0.03999999999999998,1.3900000000000001,0.19999999999999996,3,1,9.21,0.48,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,-1.0,-1.0,1,1500.0,1500.0,0.0,1500.0,1500.0,0.0,2.84,5.61,-2.7700000000000005,1.0,8.45,0.5,0.0,0.5,28.0,1.5,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0.0,0.0,1.0,1.0,0.0,0.0,0.0,155,4,3,-155.0,135.0,500.0,250.0,850.0,800.0,200.0,400.0
JeongYeong Lee,Yizha,Red,JeongYeong Lee,Featherweight,MALE,DEC,No Finish,2,1,1,0,0,2,0,1,1,0,177.8,170.18,185.42,180.34,2.84,0.93,0.52,0.5,2.82,4.55,0.44,1.4,Orthodox,Orthodox,145,27,0,0,0,1,0,-1,7.6200000000000045,5.079999999999984,1,0.020000000000000018,0.08000000000000002,-3.6199999999999997,-0.8999999999999999,2,0,5.66,0.48,0.5,0.0,0.5,0.5,0.0,0.5,1.0,2.0,0.5,0.0,-0.5,-1.0,0,1500.0,1500.0,0.0,1500.0,1500.0,0.0,1.84,2.15,-0.30999999999999983,0.5,3.99,0.25,0.5,0.25,26.5,2.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,145,2,4,-215.0,185.0,323.8740425531915,425.1650193382037,952.8372390285471,1148.9118658641444,504.12217965091526,613.8688736027515
Toshiomi Kazama,Rinya Nakamura,Blue,Rinya Nakamura,Bantamweight,MALE,KO/TKO,Punch,1,0,0,1,0,2,1,1,0,0,170.18,170.18,175.26,172.72,1.72,1.68,0.53,0.6,3.53,3.72,0.54,1.6,Orthodox,Southpaw,135,25,-1,-1,0,-1,-1,1,0.0,2.539999999999992,-2,-1.8099999999999998,-0.010000000000000009,-2.04,-1.0,3,1,5.25,0.535,0.0,0.5,0.0,0.5,1.0,0.0,3.0,1.0,-0.5,-0.5,1.0,2.0,-1,1500.0,1500.0,0.0,1500.0,1500.0,0.0,3.94,1.78,2.16,-1.0,5.72,0.25,0.25,0.5,26.0,1.5,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0.0,0.0,1.0,1.0,0.0,0.0,0.0,135,3,2,450.0,-600.0,1100.0,240.0,800.0,500.0,1200.0,-110.0
SeungGuk Choi,HyunSung Park,Blue,HyunSung Park,Flyweight,MALE,SUB,Rear Naked Choke,2,0,0,2,0,2,1,1,0,0,167.64,170.18,162.56,167.64,2.69,1.02,0.42,0.0,4.15,1.54,0.44,2.6,Orthodox,Orthodox,125,26,0,0,0,-1,-1,2,-2.5400000000000205,-5.079999999999984,-1,-1.4600000000000004,-0.020000000000000018,-0.52,-2.6,4,1,6.84,0.43,0.0,0.5,0.0,0.5,1.0,0.0,3.0,1.0,-0.5,-0.5,1.0,2.0,0,1500.0,1500.0,0.0,1500.0,1500.0,0.0,2.69,2.62,0.06999999999999984,-1.0,5.3100000000000005,0.25,0.25,0.5,26.5,2.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0.0,0.0,1.0,1.0,0.0,0.0,0.0,125,6,2,185.0,-215.0,300.0,110.0,1800.0,500.0,650.0,550.0
JunYong Park,Denis Tiuliulin,Red,JunYong Park,Middleweight,MALE,SUB,Rear Naked Choke,5,0,1,4,2,1,1,0,0,1,177.8,185.42,185.42,195.58,4.53,1.83,0.5,1.1,3.61,0.96,0.41,0.0,Orthodox,Orthodox,185,31,1,4,1,-1,1,4,-7.619999999999976,-10.160000000000025,-3,0.9200000000000004,0.09000000000000002,0.8700000000000001,1.1,1,0,8.14,0.45499999999999996,0.0,1.0,0.2,0.0,0.8,0.0,2.5714285714285716,2.0,-1.0,0.2,0.8,0.5714285714285716,5,1504.525380512596,1507.2722464494525,-2.746865936856466,1508.6145109679169,1496.022908355082,12.591602612834777,3.66,6.15,-2.49,-0.8,9.81,0.5,0.1,0.4,32.5,1.5,2,1,2.5,5.0,1.0,0.0,0.0,0.0,1.0,0.0,34,-2.5,0.2142857142857143,0.5,0.7142857142857143,1.0,-1.0,0.0,185,18,4,-200.0,170.0,110.0,600.0,500.0,2000.0,550.0,350.0
Tatsuro Taira,Jesus Aguilar,Red,Tatsuro Taira,Flyweight,MALE,SUB,Triangle Armbar,2,0,1,1,0,1,0,1,0,0,170.18,162.56,177.8,157.48,3.56,2.35,0.65,2.1,1.46,1.75,0.51,1.8,Orthodox,Orthodox,125,23,1,1,0,0,0,1,7.6200000000000045,20.32000000000002,-3,2.1,0.14,0.6000000000000001,0.30000000000000004,1,0,5.02,0.5800000000000001,0.0,0.0,0.5,1.0,0.5,0.0,2.5,3.0,0.0,-0.5,0.5,-0.5,1,1526.7644477607287,1500.0,26.76444776072867,1498.1772638833227,1526.7644477607287,-28.587183877406005,1.26,1.03,0.22999999999999998,-0.5,2.29,0.0,0.75,0.25,24.5,1.5,2,1,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,2.5,0.0,1.0,1.0,0.0,0.0,0.0,125,5,3,-1250.0,800.0,175.0,1400.0,-135.0,1800.0,550.0,2200.0
Glover Teixeira,Jamahal Hill,Blue,Jamahal Hill,Light Heavyweight,MALE,DEC,No Finish,19,8,8,3,7,6,5,0,1,1,187.96,193.04,193.04,200.66,3.73,2.11,0.49,0.9,7.18,0.0,0.54,0.0,Orthodox,Southpaw,205,43,-3,13,6,3,8,2,-5.079999999999984,-7.6200000000000045,12,-3.4499999999999997,-0.050000000000000044,2.11,0.9,5,1,10.91,0.515,0.42105263157894735,0.8333333333333334,0.42105263157894735,0.0,0.15789473684210525,0.16666666666666666,2.3461538461538463,2.142857142857143,-0.412280701754386,0.42105263157894735,-0.008771929824561403,0.20329670329670346,19,1541.0927520997393,1570.660313229825,-29.567561130085778,1528.5858424141672,1507.473819446312,21.112022967855182,4.43,3.35,1.0799999999999996,0.00877192982456132,7.779999999999999,0.6271929824561404,0.21052631578947367,0.16228070175438597,37.0,1.5,0,3,3.75,5.0,0.0,1.0,0.0,1.0,0.0,0.0,31,-1.25,-0.12637362637362637,0.8571428571428571,0.7307692307692307,-1.0,1.0,0.0,205,61,15,125.0,-145.0,700.0,900.0,250.0,2500.0,600.0,-110.0
Deiveson Figueiredo,Brandon Moreno,Blue,Brandon Moreno,Flyweight,MALE,KO/TKO,No Finish,10,4,3,3,2,8,2,3,3,3,165.1,170.18,172.72,177.8,3.01,1.68,0.55,1.6,3.87,1.74,0.44,0.5,Orthodox,Orthodox,135,35,0,2,-1,2,0,0,-5.0800000000000125,-5.0800000000000125,6,-0.8600000000000003,0.11000000000000004,-0.06000000000000005,1.1,3,1,6.88,0.495,0.4,0.25,0.3,0.375,0.3,0.375,2.75,3.6363636363636362,0.15000000000000002,-0.07500000000000001,-0.07500000000000001,-0.8863636363636362,1,1569.514646530637,1555.0027770197746,14.511869510862425,1522.0803775449172,1542.2301666716623,-20.14978912674519,3.46,3.4,0.06000000000000005,0.07499999999999996,6.859999999999999,0.325,0.3375,0.3375,32.0,1.0,1,1,4.0,3.75,0.0,1.0,0.0,0.0,0.0,1.0,29,0.25,0.10606060606060608,0.7272727272727273,0.8333333333333334,0.0,1.0,-1.0,125,33,40,-107.6150253016738,41.43684415079674,323.8740425531915,425.1650193382037,952.8372390285471,1148.9118658641444,504.12217965091526,613.8688736027515
Gilbert Burns,Neil Magny,Red,Gilbert Burns,Welterweight,MALE,SUB,Arm Triangle,13,3,4,6,5,20,5,2,13,8,177.8,190.5,180.34,203.2,3.29,2.24,0.48,0.5,3.44,2.15,0.46,0.2,Orthodox,Orthodox,170,36,-1,-7,-3,-2,2,-7,-12.699999999999989,-22.859999999999985,1,-0.1499999999999999,0.019999999999999962,0.0900000000000003,0.3,1,0,6.73,0.47,0.23076923076923078,0.25,0.3076923076923077,0.1,0.46153846153846156,0.65,2.5,2.75,-0.019230769230769218,0.2076923076923077,-0.18846153846153846,-0.25,-10,1538.1062801420737,1548.104709625658,-9.998429483584232,1519.2446567332354,1523.7577798785546,-4.513123145319241,3.34,2.4,0.94,0.18846153846153846,5.74,0.2403846153846154,0.20384615384615384,0.5557692307692308,35.5,0.5,0,1,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,35,-1.0,0.007936507936507908,0.7142857142857143,0.7222222222222222,1.0,-1.0,0.0,170,45,77,-490.0,390.0,180.0,600.0,180.0,2500.0,240.0,1200.0
Lauren Murphy,Jessica Andrade,Blue,Jessica Andrade,Women's Flyweight,FEMALE,DEC,No Finish,8,2,1,5,5,14,5,3,6,7,165.1,154.94,170.18,157.48,4.05,1.03,0.39,0.1,6.62,2.37,0.5,0.3,Orthodox,Orthodox,125,39,-1,-6,-2,-3,-2,-1,10.159999999999997,12.700000000000017,8,-2.5700000000000003,-0.10999999999999999,-1.34,-0.19999999999999998,5,1,10.67,0.445,0.25,0.35714285714285715,0.125,0.21428571428571427,0.625,0.42857142857142855,3.0,2.0952380952380953,-0.10714285714285715,-0.08928571428571427,0.19642857142857145,0.9047619047619047,-8,1555.9341777140885,1517.3968489503943,38.53732876369418,1511.075282319035,1523.2418798019776,-12.166597482942507,5.25,5.36,-0.11000000000000032,-0.1964285714285714,10.61,0.3035714285714286,0.16964285714285715,0.5267857142857143,35.0,1.5,1,2,1.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,31,-4.0,-0.05128205128205121,0.6666666666666666,0.6153846153846154,0.0,0.0,-1.0,125,39,44,390.0,-490.0,650.0,165.0,2500.0,450.0,1200.0,130.0
Paul Craig,Johnny Walker,Blue,Johnny Walker,Light Heavyweight,MALE,KO/TKO,Punches,8,2,6,0,5,6,4,1,1,4,190.5,198.12,193.04,208.28,2.45,1.68,0.46,1.6,3.87,0.45,0.53,0.9,Orthodox,Orthodox,185,35,-1,2,1,-2,5,-1,-7.6200000000000045,-15.240000000000009,5,-1.42,-0.07,1.23,0.7000000000000001,3,1,6.32,0.495,0.25,0.6666666666666666,0.75,0.16666666666666666,0.0,0.16666666666666666,2.0,1.8,-0.41666666666666663,0.5833333333333334,-0.16666666666666666,0.19999999999999996,3,1538.9680604172786,1485.625232455286,53.3428279619925,1499.3346005122785,1506.5345659272616,-7.199965414983126,2.86,2.64,0.21999999999999975,0.16666666666666663,5.5,0.4583333333333333,0.4583333333333333,0.08333333333333333,32.5,0.5,0,1,5.0,5.0,1.0,0.0,1.0,1.0,0.0,2.0,30,0.0,0.015384615384615441,0.6,0.6153846153846154,0.0,0.0,-1.0,205,26,18,160.0,-190.0,1000.0,800.0,275.0,1200.0,900.0,-135.0
Mauricio Rua,Ihor Potieria,Blue,Ihor Potieria,Light Heavyweight,MALE,KO/TKO,Punches,27,21,1,5,13,1,1,0,0,1,185.42,190.5,193.04,190.5,3.57,2.01,0.5,0.7,5.13,0.0,0.5,0.0,Orthodox,Southpaw,205,41,0,26,12,20,1,5,-5.0800000000000125,2.539999999999992,15,-1.56,0.0,2.01,0.7,3,1,8.7,0.5,0.7777777777777778,1.0,0.037037037037037035,0.0,0.18518518518518517,0.0,2.1,1.5,-0.2222222222222222,0.037037037037037035,0.18518518518518517,0.6000000000000001,38,1479.5453830062352,1482.092514018469,-2.5471310122338764,1492.6885367594389,1508.0147953805872,-15.326258621148327,2.79,6.56,-3.7699999999999996,-0.18518518518518523,9.35,0.8888888888888888,0.018518518518518517,0.09259259259259259,33.5,0.0,0,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,26,0.0,0.17500000000000004,0.5,0.675,0.0,0.0,1.0,185,84,3,165.0,-195.0,450.0,500.0,1400.0,550.0,400.0,110.0
Gregory Rodrigues,Brunno Ferreira,Blue,Brunno Ferreira,Middleweight,MALE,KO/TKO,Punch,4,3,0,1,2,1,1,0,0,0,190.5,177.8,190.5,182.88,5.52,2.74,0.56,0.4,4.99,0.89,0.54,0.0,Orthodox,Orthodox,185,30,1,3,2,2,0,1,12.699999999999989,7.6200000000000045,0,0.5299999999999994,0.020000000000000018,1.85,0.4,3,1,10.51,0.55,0.75,1.0,0.0,0.0,0.25,0.0,2.0,1.0,-0.25,0.0,0.25,1.0,5,1562.9278817544055,1500.0,62.92788175440546,1510.1885726020228,1562.9278817544055,-52.7393091523827,5.67,5.22,0.4500000000000002,-0.25,10.89,0.875,0.0,0.125,30.0,1.5,2,1,3.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30,3.75,-0.33333333333333337,1.0,0.6666666666666666,0.0,0.0,1.0,185,12,1,-305.0,255.0,750.0,1400.0,225.0,1400.0,110.0,350.0
Gabriel Bonfim,Mounir Lazzez,Red,Gabriel Bonfim,Welterweight,MALE,SUB,Guillotine Choke,1,0,1,0,0,2,0,0,2,1,185.42,185.42,182.88,193.04,5.78,2.92,0.42,1.9,7.49,1.8,0.55,0.0,Orthodox,Orthodox,170,25,0,-1,-1,0,1,-2,0.0,-10.159999999999997,-10,-1.71,-0.13000000000000006,1.1199999999999999,1.9,1,0,13.27,0.485,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.3333333333333335,0.0,1.0,-1.0,-1.3333333333333335,-2,1500.0,1509.390165832895,-9.390165832895036,1509.390165832895,1500.0,9.390165832895036,5.25,5.42,-0.16999999999999993,1.0,10.67,0.0,0.5,0.5,30.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,35,0.0,0.33333333333333337,0.6666666666666666,1.0,-1.0,0.0,0.0,170,1,7,-175.0,150.0,400.0,350.0,200.0,2000.0,350.0,350.0
Shamil Abdurakhimov,Jailton Almeida,Blue,Jailton Almeida,Heavyweight,MALE,KO/TKO,Punches,5,2,0,3,5,4,1,3,0,0,190.5,190.5,193.04,200.66,2.41,1.01,0.44,0.1,2.46,6.85,0.64,2.6,Orthodox,Orthodox,235,41,-4,1,5,1,-3,3,0.0,-7.6200000000000045,10,-0.04999999999999982,-0.2,-5.84,-2.5,3,1,4.87,0.54,0.4,0.25,0.0,0.75,0.6,0.0,2.2,1.25,0.15000000000000002,-0.75,0.6,0.9500000000000002,6,1446.6901314888487,1544.2860698137415,-97.59593832489281,1526.2511061782347,1494.2162248815562,32.03488129667858,3.02,0.52,2.5,-0.6,3.54,0.325,0.375,0.3,36.0,2.0,0,4,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,31,-5.0,-0.5,1.0,0.5,3.0,0.0,0.0,205,22,5,675.0,-975.0,2000.0,1000.0,2800.0,-165.0,1100.0,180.0
Ismael Bonfim,Terrance McKinney,Red,Ismael Bonfim,Lightweight,MALE,KO/TKO,Flying Knee,1,0,0,1,0,3,1,2,0,2,172.72,177.8,180.34,185.42,5.8,1.07,0.54,0.0,4.53,3.45,0.5,1.0,Orthodox,Switch,155,27,0,-2,-2,-1,-2,1,-5.0800000000000125,-5.079999999999984,-1,1.2699999999999996,0.040000000000000036,-2.38,-1.0,0,0,10.33,0.52,0.0,0.3333333333333333,0.0,0.6666666666666666,1.0,0.0,3.0,1.2,-0.3333333333333333,-0.6666666666666666,1.0,1.8,-4,1500.0,1522.9652302089885,-22.965230208988487,1522.9652302089885,1502.9267324080115,20.038497800976984,2.66,2.51,0.15000000000000036,-1.0,5.17,0.16666666666666666,0.3333333333333333,0.5,27.5,1.0,1,1,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,28,-5.0,0.4,0.6,1.0,-1.0,0.0,0.0,155,3,6,-110.0,-110.0,400.0,1400.0,200.0,350.0,350.0,180.0
Warlley Alves,Nicolas Dalby,Blue,Nicolas Dalby,Welterweight,MALE,DEC,No Finish,8,3,3,2,5,4,0,0,4,3,180.34,180.34,182.88,187.96,3.04,1.22,0.48,0.8,4.06,1.01,0.43,0.1,Orthodox,Orthodox,185,32,-1,4,2,3,3,-2,0.0,-5.0800000000000125,-6,-1.0199999999999996,0.04999999999999999,0.20999999999999996,0.7000000000000001,5,1,7.1,0.45499999999999996,0.375,0.0,0.375,0.0,0.25,1.0,2.3076923076923075,3.5714285714285716,0.375,0.375,-0.75,-1.2637362637362641,6,1499.6634077454646,1517.6631105621675,-17.999702816702893,1510.8877035207224,1506.7629308901032,4.124772630619191,4.21,3.43,0.7799999999999998,0.75,7.640000000000001,0.1875,0.1875,0.625,35.0,0.5,0,1,5.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,38,5.0,0.04395604395604402,0.5714285714285714,0.6153846153846154,1.0,-1.0,-1.0,170,30,25,-130.0,110.0,300.0,330.0,600.0,650.0,250.0,400.0
Saimon Oliveira,Daniel Marcos,Blue,Daniel Marcos,Bantamweight,MALE,KO/TKO,Knees,1,0,0,1,1,1,0,0,1,0,162.56,170.18,182.88,175.26,2.82,1.21,0.41,1.6,5.94,0.25,0.52,0.0,Orthodox,Orthodox,135,31,-1,0,1,0,0,0,-7.6200000000000045,7.6200000000000045,2,-3.1200000000000006,-0.11000000000000004,0.96,1.6,3,1,8.76,0.46499999999999997,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,1,1485.3592484714197,1500.0,-14.640751528580267,1504.1613191965243,1485.3592484714197,18.802070725104613,3.91,3.7,0.20999999999999996,0.0,7.61,0.0,0.0,1.0,30.0,0.5,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29,0.0,-0.5,1.0,0.5,0.0,0.0,1.0,135,6,3,-140.0,120.0,200.0,400.0,330.0,1100.0,600.0,300.0
Sean Strickland,Nassourdine Imavov,Red,Sean Strickland,Light Heavyweight,MALE,DEC,No Finish,12,3,1,8,5,4,2,0,2,1,185.42,190.5,193.04,190.5,6.01,0.78,0.42,0.2,4.58,0.98,0.55,1.3,Orthodox,Orthodox,185,31,-3,8,4,1,1,6,-5.0800000000000125,2.539999999999992,4,1.4299999999999997,-0.13000000000000006,-0.19999999999999996,-1.1,2,0,10.59,0.485,0.25,0.5,0.08333333333333333,0.0,0.6666666666666666,0.5,2.8823529411764706,2.6,-0.25,0.08333333333333333,0.16666666666666663,0.2823529411764705,12,1540.8978324981197,1554.397353209153,-13.499520711033256,1527.6638954816622,1510.2864536717468,17.377441809915354,4.24,3.76,0.4800000000000004,-0.16666666666666669,8.0,0.375,0.041666666666666664,0.5833333333333333,29.0,1.5,0,3,1.0,2.5,1.0,0.0,1.0,0.0,0.0,0.0,27,-1.5,-0.09411764705882353,0.8,0.7058823529411765,1.0,0.0,1.0,185,49,13,115.0,-135.0,300.0,330.0,1400.0,600.0,300.0,240.0
Dan Ige,Damon Jackson,Red,Dan Ige,Featherweight,MALE,KO/TKO,Punch,8,2,2,4,5,5,1,2,2,2,170.18,180.34,180.34,180.34,3.7,0.99,0.45,0.3,2.9,2.34,0.42,1.2,Orthodox,Switch,145,31,-4,3,3,1,0,2,-10.159999999999997,0.0,-3,0.8000000000000003,0.030000000000000027,-1.3499999999999999,-0.8999999999999999,0,0,6.6,0.435,0.25,0.2,0.25,0.4,0.5,0.4,2.8461538461538463,2.7142857142857144,0.04999999999999999,-0.15000000000000002,0.09999999999999998,0.13186813186813184,6,1494.0993204727693,1555.223975408037,-61.1246549352677,1518.2257776886224,1507.3467746709507,10.879003017671721,3.53,3.46,0.06999999999999984,-0.09999999999999998,6.99,0.225,0.325,0.45,32.5,2.0,0,4,1.25,3.0,0.0,0.0,4.0,1.0,0.0,0.0,34,-1.75,-0.09890109890109888,0.7142857142857143,0.6153846153846154,-1.0,0.0,4.0,145,37,19,-135.0,115.0,250.0,200.0,1200.0,550.0,250.0,1100.0
Punahele Soriano,Roman Kopylov,Blue,Roman Kopylov,Middleweight,MALE,KO/TKO,Kick,4,3,0,1,2,1,1,0,0,2,180.34,182.88,182.88,190.5,4.89,1.48,0.53,0.0,4.33,1.2,0.54,0.0,Southpaw,Southpaw,170,30,0,3,0,2,0,1,-2.539999999999992,-7.6200000000000045,-1,0.5599999999999996,-0.010000000000000009,0.28,0.0,3,1,9.219999999999999,0.535,0.75,1.0,0.0,0.0,0.25,0.0,2.1666666666666665,3.0,-0.25,0.0,0.25,-0.8333333333333335,3,1517.3339687248792,1503.5549267874617,13.77904193741756,1515.3115775290953,1492.3955511541626,22.9160263749327,4.55,4.11,0.4399999999999995,-0.25,8.66,0.875,0.0,0.125,30.5,1.0,1,1,5.0,5.0,0.0,0.0,2.0,0.0,0.0,1.0,31,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.0,1.0,185,13,9,-140.0,120.0,350.0,400.0,900.0,1600.0,150.0,300.0
Ketlen Vieira,Raquel Pennington,Blue,Raquel Pennington,Women's Bantamweight,FEMALE,DEC,No Finish,7,0,1,6,2,11,0,3,8,5,172.72,170.18,172.72,170.18,3.04,1.51,0.41,0.6,4.14,0.9,0.52,0.7,Orthodox,Orthodox,135,31,-2,-4,-3,0,-2,-2,2.539999999999992,2.539999999999992,-3,-1.0999999999999996,-0.11000000000000004,0.61,-0.09999999999999998,5,1,7.18,0.46499999999999997,0.0,0.0,0.14285714285714285,0.2727272727272727,0.8571428571428571,0.7272727272727273,3.111111111111111,2.875,0.0,-0.12987012987012986,0.1298701298701298,0.23611111111111116,-7,1525.8115681861116,1563.123749866225,-37.312181680113326,1521.593988575541,1507.470226274056,14.123762301485158,3.92,3.34,0.5800000000000001,-0.12987012987012986,7.26,0.0,0.20779220779220778,0.7922077922077921,32.5,3.0,2,4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,34,-1.0,0.09027777777777779,0.6875,0.7777777777777778,0.0,0.0,1.0,135,28,46,-150.0,130.0,130.0,150.0,700.0,900.0,1100.0,1400.0
